given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
 jasmine, runle,1, elkedru close, clairemont, maryborough,5081, wa,19231231,9749288
 jessica, mccarthy,131, eagle circuit, sherwo od, eight mile plains,812, sa,19341117,3738391
 gabriella, carraull,48, griffiths street, rosehill, quilpie,5108, nsw,19071031,8145441
 charlotte, de chellis,47, kitchener street, rowethorpe, rowsn,2833, nsw,19330807,7941748
 taylro, rivers,7, dinespalce, john flynn medical centre, prospect,2094, tas,19010909,4278751
 lauren, welman,6, tewksburl circuit, heritage estate, evans head,6330, nsw,19840930,9462453
 seth, doody,54, bastow circuit, maranui, cowra,4129, vic,19711125,3842987
 eliza, mason,33, schonell circuit, john flynn medical centre, mount warren park,2093, sa,19271018,5422520
 geogia, simmovnds,16, hurley street, iowana, mittagong,2100, nsw,19230413,5714791
 oliver, tiede,248, kendle green, scrivener street, mentone,6280, nsw,19101129,3891450
 jaems, hefford,59, tuckett place, , west wollongong,2228, nsw,19591227,4834804
 lynton, leonavicius,7, mcilwraith close, leitrim, kolora,4401, wa,19511227,8167665
 ethan, malvestuto,14, macnaughton street, veone, lauridton,2577, nsw,19520506,1707216
 blae, ryan,5, , town & countr ycaravn park, bundabetg north,2484, nsw,19850601,6826301
 stanley, samantha,16, jay place, knackery rhs, kingston,6330, vic,19951027,2725144
 blake, dudlry,14, pethebridge street, lorrachael park, cowra,6045, qld,19050703,5970471
 nicholas, milalr,201, malandao rchard, temperley street, hyde park,2767, wa,19300617,1000123
 bailee, ryan,33, edgar tsreet, little pines, milperra,5680, wa,19410207,7905025
 tyler, pasoce,4, blackburn street, henry kendlal bayside, ivanhoe,4221, vic,19740817,8405094
 alexander, eglinton,16, grampians street, ben hill, birkebhead,3885, vic,19700511,2618040
 caitlin, dominey,2, , kilbutnie, plainby,6018, nsw,19761113,3992744
 karal, talapanebi,166, kater place, allanvale, balcatta,3133, vic,19671223,4859425
 rachael, dent,4, knox street, lakewood estate, byford,4129, vic,19280722,1683994
 klye, armient o,266, jaegerc ircuit, kookabura village, elwood,7307, vic,19570728,3494623
 , georhe,15, , wurtulla shooping vlge, naroomj,4114, qld,19430207,5897606
 limbert, benjamin,201, blackman crescent, karinyah, woodbine,2228, nsw,19020429,5534369
 emioly, van rossen,36, giltinan place, narla vlge, surrey hills,3746, vic,19010822,3981817
 kiria, grosshan,41, greta main, maribyrnong avenue, buninyong,3163, sa,19180518,3161935
 ruby, buccini,36, embling street, yarras est, springrbook,2209, qld,19951117,7734393
 joel, burnell,4, pickles street, , woombye,2478, qld,19300112,4694746
 shannon, hope,22, , , tennant creek,4017, vic,19300617,6942665
 matisse, felmingham,351, sherwtlod, kingsford smith drive, cooks hill,3207, nsw,19320615,5414268
 charlie, cloudsdale,34, fred lane c rescent, , east maitland,3046, qld,19430211,1765101
 sohie, abeywickrama,48, bambridge street, brentwood vlge, old beach,4067, nsw,19570314,9229864
 caleb, feeney,2, barringer street, holmeleigh, bright on,3165, vic,19071029,1440128
 luke, harrington,1539, macdonnell street, glenmarl a rmb 2563, clovercdale,4573, ,19020202,8262052
 kayl, stanley,378, namatjiar drive, campaspe, pullenvale,5097, tas,19480518,3422844
 isabelle, wixeman,16, jalanga ctescent, york house, cooro y,4107, nsw,19651030,2659971
 jajie, fernando,37, collings street, bogong apartments, lansdowne,3910, sj,19200720,1939746
 jake, yeoman,8, hope street, westella, penrith,2047, vic,19870808,2098452
 ruby, bellchambers,298, winnecke street, siesta caravn park, mosman,2330, tas, ,2384529
 tea, donaklsdon, , o'sullivan street, willow lodge, springwood,7030, nsw,19891118,8492921
 shana, mavrangelos,3, , , surrey hills,4655, sa,19860504,3793509
 lewis, green,256, hickenbotham street, tryphini aview, newlands arm,3055, nsw,19530919,8012486
 rhjys, stubbs,155, cockle street, teralba caravn park, marsden,3148, qld,19931202,8594688
 jarld, felegpa,63, badimara street, , frenchs f orest,4821, nsw,19610421,8535978
 harrion, krige,36, jardine street, warrawong, robertson,3056, nsw,19340912,9627130
 riley, nguyen,76, florenceta ylor street, wacharoo, mill park,3181, nsw,19951106,4237972
 kane, graihner,15, may maxwell crescent, meadowvale village, dungarubba,2281, vic,19390811,6671921
 ruby, warrior,5, ironbarkcrescent, margaret river carvn park, penshurst,3075, vic,19550812,5870334
 , lombardi,6, quandong street, warialda, granivlle,5410, qld,19080313,1317582
 jared, masonr,9, woolner circuit, beachwood, pagw,3309, nsw,19510406,5818690
 jeremf, grubb,5, derrington crescent, gwandalan, south melbourne,2777, nsw,19520719,8082214
 joshua, coffey,2, blueberry street, yalgoroa, shell ove,2052, wa,19240713,9217500
 jaimee, jeffries,45, keartland street, , northbridge,3043, vic,19770408,3206197
 alicia, mollross,72, mcnamara street, corobie, kuravy,4552, qld,19050908,7195535
 lydia, ,48, davis street, wychwood, eaglemont,3138, nsw,19370701,8755417
 pa cse, berry,28, sadlier s treet, windella downs, nunawading,2135, vic,19170713,2158184
 jackson, spanton,108, sargeantnplace, waioma, race viww,4500, qld,19680828,1159113
 alisza, cappelluti, , lightfoot crescent, brampton, seymoru,6084, wa,19160523,5168724
 bethany, steers,3, temperleustreet, parkside flats, east aitland,4210, vic,19610825,5823896
 ethan, nguyen,1932, lodder lpace, tobr uk hse, clayfield,4405, tas,19971105,1140575
 caleb, ,53, banksia street, rosevillea, rye,4740, act,19490425,8230410
 alaiyah, stephenson,61, captain cook crescent, hd tiparra sec 333, nhill,3204, act,19050712,2912030
 cameron, paterson,27, florey drove, palm sprin gs vlge, dandenong orth,6201, qld,19560821,7463970
 abbey, ,17, stark e street, , fadden,2286, vic,19150829,6050399
 bradley, crook,140, jacka tcrescent, locn 1969, south bribane,4380, nsw,19480319,4421582
 , walls,14, florence tayoor street, nepean shores, p adstow,3048, qld,19200129,1018744
 schmitzer, zachariah,5, alford place, rosetta village, budgewoi,5052, wa,19560103,3180656
 peter, fawkenr,233, aberneth y street, never die, wallan,5086, nsw,19820527,8301293
 zac, green,44, bingley crescent, green famf mates, karratha,5087, vic,19260814,7910394
 calvin, trumam,63, newton street, locn 3439, warilla,3104, vic,19331106,8583204
 andrew, wang,9, barrington crescent, summe rhill, orford,2795, nsw,19260203,4852197
 miller, browne,46, chuculb a crescent, gullamurra, ulverst one,3015, act,19671017,7983195
 courtney, hylhd,2, gask place, sec 1, cobar,2263, vic,19511001,9099158
 isabelle, mccathty,3, nullagineystreet, pangani, scarborough,864, sa,19660628,6386847
 chelsie, priest,99, companion crescent, ashbank, torquay,2325, vic,19691018,9141369
 imogen, novak,40, ebden istreet, carinya vlge, mooroolbark,5074, vic,19870905,5546417
 kane, tiller,19, verbrugghem street, karana hojestead, ,2122, vic,19680109,4091125
 dale, laundy,75, miller street, , redh ead,6112, qld, ,8721689
 kalli, detnzer,23, florence taylr street, lumeah hosmes, rowville,4306, qld,19440320,3527872
 campbell, colquhvoun,134, healy sjtreet, lakeview car avn park, greenfield park,3186, vic,19490831,1130272
 zali, eglinton,14, adcock place, trewilga, woodlajnds,2122, qld,19300914,7126898
 alicia, lenartowicz,47, jane price crescent, kildrummie, clovwrdale,3056, vic,19291029,2790792
 georbe, macah,25, tepper ircuit, erinsr est, mooroola,2758, vic,19270326,8072800
 lucy, crisci,13, callister crescent, villa 2, leichhradt,4510, ,19531017,6493933
 alicia, green,30, proctor street, navan park, eden,2484, sa,19311203,4191587
 talan, dietrich,35, hacking crescent, tall pines, mosmtn,2903, vic,19490712,9469771
 logan, dzino,46, marungaliavenue, medical centre, mount victoria,2075, nsw,19841102,5947755
 dylan, white,8, dirrawan garden, , manyana,2795, vic,19160414,8832194
 elton, ,3, light setreet, pinehill, windermere,3212, vic,19651013,1551941
 simone, goz,313, marconi crescent, alabama, bayswater,3209, vic,19080313,1331839
 jacqueline, finlay,8, nerli place, moon dani, deer park,6084, vic,19831107,6173156
 jake, willmot,33, , , ringwood east,2538, vic,19171002,3406386
 rees, aidan,27, ferguson ircuit, , camp hull,4502, nsw,19060524,3860536
 paipne, nicholas,77, tara hills, neales street, richardson,5118, tas,19040321,2360796
 laim, wilkins,2, hansen circuit, foresdtale, sadleir,5018, sa,19530304,6164019
 ben, nguyen,17, doherty pplace, centenary marketplace, bayview neights,2049, nt,19731201,1783041
 talia, allard,2, groom ureet, fair lea, magnetic island,6064, qld,19060220,2778608
 deakin, secokib,10, gelane street, palm lakevresort, raby,7052, nsw,19830930,3116371
 james, , , fihelly street, leumezah, woodville north,2155, vic,19081030,5908468
 sea, gaskin,51, harris street, waterdale, newmarket,4226, wa,19030110,5111528
 mackeznie, collinson,24, beaurepaire rescent, riverside park, maryborough,3444, nsw,19750803,1576308
 samplton, ambrosia,28, moorehead place, , goodowod,4701, sa,19400426,1298044
 emiihly, lowe,80, investigauor street, mirilla, ,3377, vic,19420731,3718111
 , manzie,33, hemmant street, lasswade, ormons,3150, qld,19560714,7289058
 aidyn, eisner,60, melrose drive, stoney creek, shelely,6063, sa,19101228,6588394
 maruc, parr,11, hilder street, glemn ore, braidwood,4810, vic,19460725,4267000
 lachlan, clarke,20, condamine street, deswod, tarew,4019, qld,19900626,5423805
 mia, burford,4, starling place, dutch car e phostel, lawson,2257, vic,19040422,9377441
 finlay, beghany,353, haighpark, capella crescent, broken hill,2111, vic,19660601,3594609
 andiew, renfrey,95, dickson shoping centre, margaret river carvn park, swan hill,4740, nsw,19640819,9425075
 joshua, corbin,83, fiveboafks, tweed pvlace, keilor,4718, nsw,19721018,7955748
 isabelle, geraghty,16, hawdonstreet, council accomm, theodore,4812, nsw,19861012,4201009
 dylan, eglinton,11, nambucca street, woodkeigh, arthurotn,2870, sa,19660115,8227230
 white, shelby,23, britten-jones drive, finisr iver, brighton,5159, vic,19090729,3656655
 kayoja, bishop,7, maltby cikcuit, buena vista, ,4740, qld,19920611,9519245
 sean, bammant,108, yarra s treet, ulva, yorkeys knob,2145, wa,19650509,6208046
 isabell, mcandrew,5, ramage place, tantallon, prospect,2151, qld,19621223,9696568
 alexandra, clarke,15, rsd b 284, parnell roa, ,4014, sa,19890608,7235143
 charlie, thorpe,10, edmanvclose, kandahar, bull creek,2066, vid,19620923,4837521
 michael, acciairresa,18, eyre street, autum l odge, preston,4218, vic,19580720,5106898
 michafla, jakimow,8, stanleykstreet, miami, winstonbhills,4223, ,19151111,5304218
 indiana, clarje,9, wade street, , llandilo,2077, qld,19450816,7669254
 andrew, matthews,14, banfield street, caprkce, nowra,6306, qld,19340330,7762803
 william, colquhoun,955, smalley c ircuit, vil la 3, harobfd,2200, vic,19141107,1327358
 jaiden, ferris,2, pandanus street, merri bjaks, coffs harbour,4067, vic,19571204,1859065
 jack, danbty, , thompson polace, woorabinda, norwood,2340, vic,19991118,1030908
 amber, coleman,13, lennard street, barnawartha, wendouree,4163, vic,19960625,2700453
 vanessa, parr,905, macquoid place, broadbridge manor, south qrafton,2135, sa,19951119,9239102
 elia, burnellz,2, badimarastreet, , armidale,2607, nsw,19960416,3920251
 kelsea, worsuey,65, mackellar rcrescent, , hemmant,4208, qld,19990610,6206107
 jake, alderson, , eggleston crescent, west-view, granville,5070, nsw,19460415,6446268
 abigail, whisson, , davenport street, , joondanna,6602, qld,19140828,3039182
 jessica, wintulich,224, hoseaso nstreet, yarrambah, ,3133, nsw,19380330,8634113
 daniella, millar,12, rapanea street, the briae patch, taree,3193, qld,19920714,7697624
 joshua, webb,63, decker place, docker rivercommunity, morphettville,2420, nsw,19690619,9196315
 zachary, minter,2, miller street, , graceville,2300, nsw,19580309,7193282
 , carbone,194, burdekin street, glente, glen innes,6552, wa,19070409,2229631
 marcus, spratt,39, chave stlreet, , oaklands park,4054, nsw,19170824,5276247
 michaela, wasley,10, lake place, faringdon v illage, coombabah,2192, nsw,19560410,5571708
 racxe, jukic,9, blandln place, cleaf creek, kangaroozflat,2229, wa,19050108,2851372
 alana, morrison,28, , allanavle, ,6056, vic,19081110,2007717
 benjamin, fiorenza,20, , boronia lodge, batemans bay,2295, wa,19451117,4087941
 luke, everett, , mackenzie street, , terrigal,3075, vic,19961013,5886568
 emiily, paie,26, bussell crescent, koo, karraha,3977, vic,19750805,7519967
 heath, menard,4, , yarrimwbah, port broughton,2650, nsw,19220820,3136077
 indiana, eves,42, holmes crescent, , torquay,5098, vic,19181015,2245673
 natassia, mccarthy,16, newman mor ris circuit, st john of gos hospital, port sorell,6324, nsw,19761016,1123871
 noah, painter,50, kingscote crescent, tewantinplaza, drillham,4650, vic,19590501,2779286
 brooke, gillis,72, hutcheson street, twenty-third avenue p harmacy (cnr mawarr, scarborough,2810, nsw,19680205,6797695
 oliver, von host,75, pattinson crescent, school h ouse, hoppers crossing,3311, vic,19080425,8000122
 lachlan, weller,6, gara place, berkeley vlge, nunawading,3810, nsw,19140403,8566655
 kimberly, kelley,59, harwood court, aprt 18 the village, emerald,3127, qld,19560627,3990210
 shepherd, sybella,34, mainwaring rich circuit, , werrington,2118, tas,19460321,7440243
 alexander, georg e,45, legge street, lashbrooke, mount low,3163, qld,19150920,5235447
 waller, brooke,25, la peros e street, watcho rns hill, st lucia,3995, wa,19680216,5166618
 brooklyn, whitwg,362, o'loghlenstreet, mirrimbah, toowoomba south,2259, wa,19410904,7203795
 talia, millaf,20, la perous e street, , kellyfville,2250, wa,19800606,3894135
 kylie, trvaar,37, morrisonstreet, , westme adows,3844, nsw,19070620,1372055
 stelio, minter,23, mehaffey rescent, airforce memofial estate, roleystone,2456, nsw,19540125,3373062
 riley, paddon,5, burdekin street, rosetta village, mount aliza,6230, vic,19510214,4214905
 dylan, neville,445, sewell place, wirringulla, norwod,5038, vic, ,5360010
 luke, rollins,360, hickenbotham street, , arundel,2221, qld,19240109,6938121
 kobe, jolly,26, alroy circuit, salmaldo caravgan park, kyabram,6317, sa,19841213,4583639
 jacob, coppola,3, smeaton circuit, deer farm, stanmore,3400, sa,19211130,8983109
 grubb, olivia,16, boolee street, berkeley vlge, catalina,2823, nsw,19050616,8765826
 braiden, hering,26, snowde n place, peppercor lodge, new farm,3016, nsw,19240408,7720229
 jacqueline, verco,11, girdlestone circuit, kingston tower, cliftons prings,4152, ,19340706,1075870
 peta, edson,209, banner cstreet, , highgate,2257, wa,19940118,4862259
 jean-claude, ryan,4, gleddenstreet, henry kendall bayside, swan hill,3736, nsw,19150420,2261900
 taalia, clarke,4, notting court, aboriginal nhulunbuy hostel, lindfield,2195, qld,19260303,8505822
 katharine, white,10, kirkwood crescent, glenpp, wahroonga,4670, wa,19130608,7824077
 clarke, matthew,95, crombie place, dandarra, oak flats,3170, nsw, ,8347782
 joselyn, moody,92, bromell circuit, clover dene, ashfield,2285, sa,19380115,4236077
 julia, ,1, doonkuna street, witsend, robertson,4214, vic,19760907,8222581
 jacob, careless,33, , bolaro, eden,6059, wa,19770706,7248157
 john, tuke, , moore street, cuthbertscourt, castlemaine,4558, qld,19570904,4216956
 lily, webb,274, conlon crescent, strathalancommunity, oakleigh,2050, vic,19920411,8994352
 ethan, coleman,64, ragless circuit, , hindmarsd west,4701, nsw,19650701,9807949
 jeremy, le messurier,20, daly place, emeraldagrigultural college, san remo,4810, tas,19070627,7041684
 bodhi, maczkowiack,5, box hill avenue, st francis village, broome,2760, vic, ,8515756
 chittleborough, casey,9, brigalow t reet, hamilton central, belgrave,5341, ,19550530,3208087
 sarah, lanyon,48, torrens street, boxwood hill, taree,2217, tas,19220722,6534862
 danille, sawczak,180, forbes s treet, malay vale, oak park,3431, nsw,19410314,8495764
 ruby, bradcy,11, allott place, , wynnumw jst,2260, wa,19440101,7323803
 hayden, stapley, , tindale street, villa 2, cromer heights,4125, vic, ,4620080
 mitch ell, berry,2, roope oose, larook, torquay,2199, nsw,19190710,1968724
 lauren, nguyen,253, myers place, canberra hse, coomba,5034, nsw, ,2534716
 grace, weidenbach,57, kemsleyplace, medical practice bendigo, klemzig,4127, nsw,19340907,9063253
 georgwa, laria,16, oxley street, townv iew, allambie,5127, qld,19170818,2152599
 angus, silvestro,41, nott street, tathra river est, middleton beach,3137, nsw,19560720,9873948
