first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 trey, tiller,43, deamer crescent, cherrybank, campbelltown,2063, sa,19940208,7121752
 alisa, clarke,25, langdon avenue, cliffdon park, eaglehawk,2100, nsw,19760105,1902858
 taylah, berry,56, corbin place, honey patch, brighton-le-sands,3041, vic,19650831,7786757
 caleb, roberts-yates,40, millpost close, bandera, cobar,3500, qld,19670914,5399458
 christopher, gazzola,10, franks place, citi centre, alice springs,6009, qld,19630524,4662409
 jared, meaney,2, northbourne avenue, york house, mitcham,3141, qld,19431210,3744694
 hugh, rook,52, badimara street, , warburton,2040, qld,19231010,1438323
 vendula, middlin,4, baldwin drive, , orbost,6108, wa,19790820,4808614
 aaliyah, ottens,17, mullan street, hinton brook, ascot vale,3199, sa,19181214,3004031
 chelsea, baillie,93, keane place, villa 36 sovereign garden, st ives,3875, vic,19040318,3338604
 joshua, white,93, archibald street, allman court, narrogin,2280, nsw,19611206,2059387
 george, noble,1188, fawkner street, willandra, ormeau,3199, qld,19430912,7672726
 delaney, ,3, o'sullivan street, the lodge, mount evelyn,2166, nsw,19331220,7133986
 owen, haeusler,9, martley circuit, the willows, mount riverview,5083, qld,19361018,2837091
 tyler, edgecombe,9, willoughby crescent, , bray park,2324, vic,19551113,8936270
 hannah, ho,13, bradfield street, cremona stud, hurstbridge,2795, nsw,19180207,6938730
 sara, carmody,14, gilmore crescent, brentwood vlge, denmark,4560, wa,19830421,7880298
 ella, hawes,51, stubbs crescent, , kaleen,3195, nsw,19100115,3998567
 liam, scerri,55, benham street, the sycamores, berwick,6155, vic,19320829,9489744
 olivia, druitt,22, hacking crescent, westminster village, greenacre,5141, vic,19950307,7527562
 silas, painter,6, parkhill street, glendora, st peters,3338, vic,19280710,4164696
 jack, vick,23, noble close, st johns retirement, rivett,7252, nsw,19550905,8449880
 jessica, michelmore,103, fimister circuit, swannie, mooroolbark,4174, nsw,19761101,6406097
 brigette, rankine,47, chewings street, gostwyck, west lakes,2229, qld,19750725,5214389
 nicola, leonardi,22, port arthur street, crown chambers, ryde,2299, nsw,19170219,3568632
 kylee, kincaid,16, eucumbene drive, ochiltree, leongatha,2232, qld,19300802,4662381
 zac, vincent,19, sturt avenue, grandview, brighton-le-sands,6024, nsw,19250320,4898468
 kydan, gigney,64, o'rourke street, timdoolin, shellharbour,4059, nsw,19760409,3279351
 nikita, mcgregor,1, sherwood circuit, cooranga, frankston,3892, sa,19250127,5134549
 keeley, moolenaar,18, tangari street, sec 1, mosman,4680, nsw,19240130,2647421
 alana, zoanetti,19, gudgenby close, , birkdale,2113, sa,19510214,1412351
 sophie, manson,14, elizabeth crescent, manor house, gorokan,3465, vic,19510201,4818868
 ajay, chetwyn,13, cope place, c/-the student village, ,2164, nsw,19290222,6258884
 madeline, mahon,27, medworth crescent, airforce memorial estate, rosebud,3107, sa,19970711,8911383
 john-paul, conrick, , marrakai street, gummin gummin, canterbury,2263, qld,19651203,6164537
 emiily, braithwaite,86, beasley street, belmont bayview park, st agnes,4814, nsw,19140328,4464915
 alessandra, druitt,4, frome street, brightwater villas, dunsborough,2795, qld,19810517,7828185
 kelsey, ovens,63, biraban place, eventide homes, st albans,2470, act,19891030,4850685
 anton, goode,11, lalor street, killara homestead, taree,2195, vic,19081025,3128289
 lauren, white,53, collings street, wollumbi, pacific paradise,3041, nsw, ,9250255
 josephine, yu,145, hensman street, lambar, burwood,6164, wa,19110903,5792336
 james, hyland,38, hurley street, springmount, emu plains,3207, nsw,19870607,7791289
 noah, flatman,13, mawalan street, northbourne, frankston,5049, vic,19790808,6564082
 hannah, witkin,32, mcinnes street, , lewiston,3134, sa,19690707,2339019
 isaiah, crossman,14, hopetoun circuit, inveraray, emu park,3175, nsw,19680729,7045589
 nathan, cannell,13, theodore street, iona downs, emerald,2570, nsw,19000823,6294140
 thomas, mcauslan,14, truganini place, , bongaree,5046, nt,19801028,8944611
 tommy, morrison,49, mcnamara street, rowan lodge, north ryde,2038, nsw,19231010,1815246
 , vincent,47, kent street, blue hills, forest hill,4655, vic,19190304,
 max, stanley,20, whitford place, , manly vale,3095, nsw,19870211,8658470
 joel, lodge,200, steinwedel street, kmart p plaza, toowoomba,4012, wa,19710830,2655513
 daniel, coleman,1, russell drysdale crescent, palm lake resort, mount eliza,6159, wa,19651018,1615911
 blake, howie,1, cutlack street, belmont park belted galloway stud, budgewoi,6017, vic,19250301,5180548
 amalia, lowe,242, cobbett place, walnut grove estate, mooroolbark,2153, qld,19490507,9275399
 grace, white,27, beagle street, apmnt 203, morwell,4655, sa,19411110,3498158
 jacob, maynard,11, lutana street, caprice, lower templestowe,2720, nsw,19370219,2009297
 jacqueline, abbondandola,24, myers place, ingledell, seelands,2560, tas,19590617,7256635
 michael, drechsler,5, hone place, , newcomb,3032, qld,19291014,3902049
 elton, noble,1, molineaux place, willows trees, port vincent,2208, qld,19350729,1466352
 kaleb, george,35, troughton street, inglewood, aldgate,5159, vic,19980115,1830121
 jasmine, wardle,25, smiths road, westholme, prospect,5007, nsw, ,7650116
 joshua, campbell,1, jonsson court, , bayswater,6353, nsw,19261206,6149683
 lachlan, ,27, mugga way, , leichhardt,2150, nsw,19700930,6838887
 danielle, nygaard,1, battersby circuit, iron shoe lodge, burwood,5271, nsw,19350414,2589501
 brooke, ryan,93, brawn place, moorilla, greenacre,3040, nsw,19100427,7392488
 ethan, muthukuda,25, , glen fern, hillside,2250, vic,19581107,4421577
 portia, coumans,14, wakool circuit, silverweir, geurie,3875, qld,19060626,6637994
 dillon, coleman,8, paul coe crescent, clinton caravan park, yarraville,3260, nsw,19531117,1835941
 millie, clarke,16, darcy close, marjories corner, greenwith,3150, nsw,19160503,5080999
 cameron, wilkins,528, bruxner close, iventure, albury,4670, sa,19580516,1334190
 jarod, clarke,19, boldrewood street, locn 7560, fairlight,2028, vic,19151004,9604490
 blake, beelitz,26, ranken place, goodrick park, elwood,4740, nsw,19760330,8133663
 wil, araya,57, sandover circuit, , belmont,4220, wa,19770709,9179475
 samantha, barre,14, gouger street, cedar bay, balwyn north,2150, wa,19640121,2801474
 jessica, berry, , lindrum crescent, cloverdene, point lonsdale,2290, vic,19010829,3796385
 chloe, tennent,12, carstensz street, john curtin hostel, ringwood,2295, vic,19980713,9606434
 gabriel, estcourt,3, banks street, the mews royal hotel bldg, renown park,2541, nsw,19210501,3783783
 xavier, campbell,9, norton street, pine camp, coniston,5092, nsw,19640316,9178267
 brigette, siviour,19, bromley street, rowethorpe, parramatta,3204, nsw,19691123,4393770
 holly, petersen,13, marou place, never die, birkdale,6530, nsw,19271213,9500792
 tansy, carp,11, fiveash street, blueberry, loxton north,3551, wa,19360605,5801878
 james, dixon,68, fanning place, regal oaks retirement vlge, marsden,4300, qld,19750913,8198316
 taylah, weller,12, eaglemont retreat, kalang, point vernon,2066, nsw,19111122,4433270
 wilson, sporn,5, barnett close, sherwood, bowral,2008, tas,19311113,3629982
 hayley, dixon,32, ashkanasy crescent, enderlee, cohuna,2069, nsw,19300303,6355088
 samara, reid,6, gardiner street, yulunga, blacktown,5433, nsw,19020405,4889678
 zane, dixon,29, boustead circuit, baranbali, redbank plains,4740, nsw,19590328,3308725
 jasper, herbert,8, werriwa crescent, lyndilan, mill park,6163, sa,19640905,3048660
 madison, meaney,22, julius street, east end, seaforth,3690, sa,19731218,7466921
 evan, kranz,33, pandanus street, tantallon, bowral,2264, nsw,19330726,6581103
 emiily, campbell,12, mokoan place, rosetta village, balwyn north,3551, vic,19580917,3440031
 holly, clarke,16, ballumbir street, talooby, sale,3163, nsw,19121217,8303839
 nathan, simmonds,86, aspinall street, southwold, ,3556, nsw,19230105,8217104
 kiria, ryan,41, rumsey place, mount marion, hayborough,2289, wa,19081205,1490347
 sophie, friswell,40, shannon circuit, sunbury, geurie,3181, nsw,19050421,7502749
 harry, beattie,91, watson street, yengola, kempsey,2536, nsw,19831227,6262171
 jesse, sarnyai,67, sandover circuit, morris towers, ballarat,2071, qld,19350511,7047460
 madeline, bradshaw,22, saywell place, little nest, charlestown,6430, nsw,19190915,3776965
 oliver, ,4, jeanette place, mehruda, mosman,4226, sa, ,7007321
 polly, perin,4, fellows street, northwood park, belmont,6056, vic,19480215,2564677
 pearson, shepherd,13, de graaff street, springdale, beverly hills,2650, vic,19320517,6334586
 benjamin, miles,15, totterdell street, poplar bend, acton,6317, qld,19830303,4385595
 michael, sroczek, , chaseling street, marella, wellington point,2262, wa,19110110,8407592
 stephanie, dudek,181, forbes street, , buddina,3226, qld,19130127,6246452
 liam, jolly,10, endeavour street, pinnacles caravn park, mansfield,7310, qld,19931105,2505329
 nell, campbell,4, stroud place, st pauls court, lindfield,6011, vic,19170614,5659846
 joshua, morrison,26, bainbridge close, glenfyne angus stud, adelaide,2071, vic,19870429,8684749
 nicholas, coffey,12, conder street, kangaroo grnd, cranbourne,2762, qld,19530924,2701477
 cameron, matthews,6, blackett crescent, cranbrook, peterborough,4701, qld,19320515,2692792
 adela, lomman,7, , canberra hse, frankston,3158, vic,19980301,2548086
 laklynn, mcneill,73, forbes street, peridon vlge, tuart hill,4217, nsw,19690421,8431709
 micah, green,26, blakely row, kelanna, harbord,4502, wa,19911228,2687580
 ethan, paine,111, galloway street, hvd cottage, largs,4680, vic,19190329,5356894
 zachariah, steed,24, hamelin crescent, surfers hawaiian, preston beach,4214, nsw,19300502,9340008
 blakeston, curihual,35, wheadon street, kyree, broadmeadows,3138, vic,19820725,9241622
 abbey, finlay,14, lipman street, willowcrest, park holme,2680, vic,19711028,2407770
 erin, embrey,31, arabana street, caloundra family medical practice trinit, caves beach,4000, vic,19990704,7556655
 benjamin, menzies,3, bangalay crescent, gowrie, toowong,2903, nsw,19570601,5363153
 keegan, stubbs,30, sellwood street, transvaal, westmeadows,4870, nsw,19650506,9736949
 bethany, dixon,25, burraly court, denny downs, culburra,2208, nsw,19850214,5650922
 thomas, manson,22, birbai place, karsul, frankston,6532, nsw,19160504,3670653
 , robson,10, flegg crescent, kuliup, woongarrah,3149, nsw,19880603,6084403
 seanna, pendle,20, mcleod place, hawkins masonic vlge, kogarah,4600, nsw,19670602,8149220
 mia, garrigan,53, michie street, westholme, armidale,3178, nsw,19700522,6416070
 chase, gilbertson,5, tipiloura street, cornvale, gununa,3083, nsw,19760713,9832872
 jake, pascoe, , gooreen street, lords house, mittagong,3023, wa,19300716,8300308
 matthew, gulliver,50, malcolm place, , sefton,4817, nsw,19790129,2462951
 marleigh, paterson,28, canopus crescent, kirklands, devonport,2800, vic,19820824,7472468
 joel, reid,7, pearson street, lytton, floreat,3153, qld,19051112,1523622
 raquel, ,11, windeyer street, kookaburra village, revesby,2134, qld,19850128,1770895
 zachariah, thorpe,47, fidge street, , belmont,4216, nsw,19880124,9721662
 gabriel, tippins,6, kirby place, moranbah, wentworth falls,4655, nsw,19660608,3840632
 ella, chell,16, lawrence close, sec 301, harris park,4650, wa,19230110,9573051
 , clarke, , edkins street, conmurra, robina,2162, nsw,19360520,2120525
 lucy, callahan,73, bainbridge close, bungarra, rowville,4209, vic,19430602,9663021
 alexander, stephenson,319, kinsella street, windy gully, lalor,5043, vic,19940316,1986381
 mitchell, hruby,23, illidge place, milbrodale, crescent head,6225, qld,19790712,3945815
 ashlee, bishop,40, john james hospital, omaha, dromana,4816, nsw,19000916,8269833
 , grierson,326, , sect 106, mcmahons point,6326, tas,19181212,4107638
 ruby, finlay,39, alabaster street, parklands village, aldinga beach,5076, qld,19780302,4984170
 benjamin, yen,43, kambalda crescent, elmwood, findon,3807, nsw,19850706,
 ben, white,466, louis loder street, parry hse, wakeley,3796, qld,19670921,9376814
 ryan, clarke,42, goodchild street, villa 5, sandy bay,2095, nsw,19940903,9100049
 george, neeb,33, goyder street, killarney park, warrell creek,4114, vic,19581231,1539196
 benjamin, moody,34, fernyhough crescent, huongold, port augusta,3192, vic,19180612,4887764
 lachlan, clayden,4, atkinson street, parklands village, buninyong,2765, qld,19330705,7427334
 lachlan, pascoe,5, hodgson crescent, inishmore, toowong,2766, vic,19470107,1606779
 katelyn, slack-smith,5, mugga way, bundong, marrara,3505, nsw,19990408,3364407
 darcy, montfort,194, , upper newee creek street, mount helen,2448, qld,19580822,6099624
 lily, mccaffrey,166, john cleland crescent, kirkdale, port pirie,4870, vic,19260727,8711730
 kirra, okoniewski,11, , molyneux hse, kardinya,5330, nsw,19700823,2077704
 hayden, richmond,59, louis loder street, wattagan, craigmore,2192, nsw,19670619,1098844
 malakai, palethorpe,23, marsden street, boonal, gaven,2340, nsw,19031029,6356251
 tabitha, walch,22, kosciusko avenue, sec 311, tumbarumba,2340, vic,19380223,2307700
 jack, steinert,61, french street, meadows estate, adamstown,4350, vic,19460712,3691990
 brianna, lock,202, basedow street, emily farm, blair athol,2580, ,19460618,7959981
 genevieve, ronan,37, mokare street, finis river, yunderup,2675, vic,19980924,9571750
 james, kullmann,79, deloraine street, strauss, park holme,5009, vic,19120424,9266755
 sophie, masolatti,67, lyndon street, locn 217, wynnum west,2022, sa,19320713,4414033
 jasmine, pavli,44, fellows street, little pines, woodville south,6230, sa,19610408,7668302
 imogen, rees,5, ewing street, austral farm, diggers rest,4034, qld,19160829,9643284
 sonja, hyland,86, flanagan street, dodonaea wing, boyup brook,2032, qld,19840708,5354642
 harry, mason,42, jabanungga avenue, crown reserve, ryde,4490, wa,19650607,9577264
 taylah, meaney,60, lumholtz place, cordelia state, torquay,2282, vic,19470106,1744252
 harry, gaden,208, , musgrave house, surry hills,3216, vic,19770407,5999211
 cambell, croker,4, baldwin drive, wemyss, moodiarrup,836, act,19741117,1734947
 jared, klemm,78, , gloccamorra, bateman,6152, act,19770328,4616949
 shai, reid,15, morant circuit, stone oak farm, maitland,2905, vic,19151011,5824638
 chelsea, ryan,50, osburn drive, hansons estate, punchbowl,4869, nsw,19091017,6615930
 scott, hoggan,6, zox circuit, strageath, northmead,5031, qld,19781105,2063442
 ella, wisby,91, kingscote crescent, , homebush,2291, wa,19920720,9301098
 benjamin, green,12, woolner circuit, mirani, reynella,2905, sa,19651021,8195933
 isabelle, ,14, larkin close, naringal orchard, box hill south,2402, nsw,19440723,3423612
 carla, pegg,56, martens crescent, diamond sands, embleton,2577, qld,19200214,5556197
 jordan, lock,27, tallara parkway, retirement village, manly vale,7250, vic,19070222,9835720
 jack, wastell,91, bromell circuit, mount beauty, springwood,3184, nsw,19030130,1134532
 gabrielle, rees,27, julia flynn avenue, villa 2, leongatha,4300, vic,19580720,9209231
 leah, swoboda,33, macnaughton street, woodrose, tweed heads,6069, vic,19821102,9528232
 joshua, golden,22, mcintosh street, ra 23012, noble park,2753, sa,19940329,1747756
 tara, plovanic,25, hobler place, port hills, kalamunda,2747, vic,19600401,4207452
 thomas, rielly,257, norman fisher circuit, cressbrook, valley view,4211, nsw,19720118,6802659
 caitlin, portlock,19, tompson street, cherrydell, rochester,4503, act,19110812,1549588
 jake, fawkner, , wolff crescent, , proserpine,4011, vic,19500506,3844004
 maria, dun,28, sheaffe street, brookvale, midway point,2229, wa,19990308,2567879
